CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
203508,0,31,Self Enquiry,2,7,Salaried,Male,3,4,Basic,3,Married,2,0,1,0,2,Executive,20742
203550,1,31,Self Enquiry,3,7,Salaried,Male,4,5,Deluxe,5,Married,3,0,4,1,2,Manager,28392
203553,0,31,Self Enquiry,3,36,Large Business,Male,3,4,Standard,4,Married,5,0,4,0,2,Senior Manager,27928
203585,0,31,Self Enquiry,1,14,Small Business,Male,3,5,Basic,4,Married,3,0,5,0,1,Executive,20819
203677,0,31,Self Enquiry,1,23,Salaried,Male,3,4,Basic,3,Married,3,0,1,0,1,Executive,21540
203688,0,31,Company Invited,1,9,Large Business,Fe Male,4,5,Basic,5,Unmarried,2,0,3,0,2,Executive,23646
203690,1,31,Company Invited,2,15,Salaried,Female,4,5,Basic,3,Married,8,0,5,1,3,Executive,20858
203695,0,31,Self Enquiry,3,22,Small Business,Male,4,5,Standard,5,Married,4,0,1,0,3,Senior Manager,25818
203703,0,31,Self Enquiry,1,23,Salaried,Male,3,2,Deluxe,3,Married,5,0,1,1,1,Manager,23972
203740,0,31,Self Enquiry,1,17,Small Business,Fe Male,4,4,Standard,3,Unmarried,2,0,4,0,1,Senior Manager,28345
203856,0,31,Self Enquiry,1,7,Small Business,Male,4,4,Basic,4,Married,3,0,5,0,2,Executive,22426
203921,0,31,Self Enquiry,1,31,Salaried,Male,4,4,Basic,3,Married,3,0,3,1,3,Executive,21371
203946,0,31,Self Enquiry,1,16,Small Business,Male,3,5,Basic,3,Single,3,0,4,0,2,Executive,20884
203958,0,31,Company Invited,1,7,Small Business,Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22689
203994,0,31,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,2,Manager,23804
204002,0,31,Self Enquiry,1,9,Salaried,Male,5,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830
204006,0,31,Self Enquiry,3,11,Small Business,Female,4,5,Deluxe,4,Married,3,1,3,1,1,Manager,23887
204034,0,31,Company Invited,1,30,Salaried,Male,4,6,Basic,3,Married,3,0,3,0,1,Executive,21291
204053,0,31,Self Enquiry,2,16,Salaried,Male,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,25025
204057,0,31,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,1,1,3,Executive,21310
204059,0,31,Self Enquiry,1,12,Large Business,Female,3,4,Basic,5,Married,7,0,5,0,2,Executive,21882
204060,0,31,Self Enquiry,1,9,Small Business,Male,3,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398
204081,0,31,Self Enquiry,3,12,Salaried,Female,3,4,Standard,3,Married,4,0,4,1,2,Senior Manager,28097
204087,0,31,Company Invited,1,16,Small Business,Male,4,4,Deluxe,5,Married,3,0,1,1,2,Manager,21750
204125,0,31,Company Invited,1,7,Salaried,Male,3,5,Standard,3,Unmarried,3,0,5,1,2,Senior Manager,27152
204128,1,31,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Unmarried,7,1,4,0,1,Executive,21335
204130,1,31,Company Invited,3,33,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,7,0,1,1,2,Manager,25374
204238,0,31,Self Enquiry,1,35,Small Business,Female,4,4,Deluxe,3,Married,3,0,3,1,3,Manager,24453
204252,0,31,Self Enquiry,3,12,Small Business,Female,2,5,Deluxe,3,Married,3,0,1,1,1,Manager,24796
204268,0,31,Company Invited,3,32,Large Business,Female,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,23414
204295,0,31,Self Enquiry,3,9,Large Business,Male,4,4,Basic,4,Married,3,0,3,1,1,Executive,21154
204299,1,31,Company Invited,1,11,Large Business,Male,3,4,Basic,3,Single,2,1,4,1,1,Executive,20963
204316,0,31,Self Enquiry,3,19,Large Business,Fe Male,3,4,Deluxe,3,Unmarried,2,0,1,1,2,Manager,25255
204324,0,31,Self Enquiry,1,9,Salaried,Fe Male,3,6,Deluxe,3,Unmarried,4,0,1,1,1,Manager,24769
204333,0,31,Company Invited,1,10,Salaried,Male,3,4,Basic,3,Married,6,0,3,1,1,Executive,20775
204337,0,31,Company Invited,3,29,Salaried,Female,4,4,Standard,5,Married,2,0,1,1,2,Senior Manager,27090
204340,0,31,Company Invited,1,9,Small Business,Female,3,4,Basic,3,Single,2,0,4,1,1,Executive,21242
204351,0,31,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,2,0,1,0,1,Executive,21661
204394,1,31,Company Invited,3,19,Salaried,Male,4,5,Basic,5,Married,3,0,5,1,3,Executive,20711
204415,0,31,Company Invited,1,10,Small Business,Female,4,4,Basic,3,Married,3,0,3,1,2,Executive,20761
204459,0,31,Self Enquiry,3,34,Small Business,Male,4,4,Deluxe,3,Married,2,0,3,1,3,Manager,23982
204495,0,31,Self Enquiry,1,7,Salaried,Male,3,6,Basic,3,Married,5,0,4,1,1,Executive,22511
204516,0,31,Self Enquiry,1,9,Small Business,Fe Male,3,5,Deluxe,3,Unmarried,7,1,1,1,2,Manager,25555
204537,0,31,Company Invited,1,12,Salaried,Male,4,5,Basic,3,Married,2,0,5,0,1,Executive,22439
204616,0,31,Self Enquiry,3,15,Salaried,Male,4,4,Standard,3,Married,7,0,3,1,1,Senior Manager,25942
204634,1,31,Self Enquiry,1,29,Salaried,Female,3,4,Basic,3,Married,6,1,1,0,1,Executive,20810
204644,0,31,Self Enquiry,1,15,Salaried,Female,4,2,Standard,5,Married,2,1,1,0,3,Senior Manager,30094
204646,1,31,Company Invited,1,12,Small Business,Female,3,4,Basic,4,Single,2,0,3,0,1,Executive,21100
204696,0,31,Self Enquiry,1,27,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,0,2,Manager,28635
204758,0,31,Self Enquiry,3,17,Small Business,Male,4,5,Deluxe,3,Married,3,0,1,0,2,Manager,25256
204779,0,31,Self Enquiry,3,36,Salaried,Male,4,4,Deluxe,5,Married,2,0,1,1,1,Manager,22793
204788,0,31,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,22169
204800,0,31,Self Enquiry,1,8,Small Business,Male,4,4,Basic,4,Married,2,1,4,1,3,Executive,22257
204845,1,31,Company Invited,1,16,Small Business,Male,3,4,Basic,5,Unmarried,4,1,3,0,2,Executive,23373
204855,1,31,Company Invited,3,10,Small Business,Female,4,4,Basic,3,Unmarried,3,1,5,1,2,Executive,23305
204862,1,31,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,0,1,Executive,30594
200007,0,30,Self Enquiry,1,30,Salaried,Male,3,3,Basic,3,Married,2,0,2,0,1,Executive,17693
200032,0,30,Self Enquiry,1,15,Small Business,Male,2,4,Basic,3,Single,2,0,4,1,1,Executive,17206
200080,0,30,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Divorced,2,1,2,1,1,Manager,20126
200092,0,30,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,4,Married,2,1,3,1,1,Manager,20209
200120,0,30,Company Invited,1,29,Salaried,Male,3,5,Basic,3,Married,2,0,3,1,2,Executive,17613
200139,0,30,Self Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Divorced,1,1,3,1,1,Manager,21347
200143,0,30,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,2,1,0,Executive,17632
200145,0,30,Self Enquiry,1,11,Large Business,Female,2,3,Basic,5,Married,6,0,5,1,1,Executive,18204
200146,0,30,Self Enquiry,1,8,Small Business,Male,2,4,Basic,3,Single,1,0,4,0,0,Executive,17720
200167,0,30,Self Enquiry,3,11,Salaried,Female,2,3,Standard,3,Divorced,3,0,4,1,1,Senior Manager,24419
200173,0,30,Company Invited,1,15,Small Business,Male,3,3,Deluxe,5,Married,2,0,2,0,1,Manager,18072
200211,0,30,Company Invited,1,6,Salaried,Male,2,4,Standard,3,Unmarried,2,0,5,1,1,Senior Manager,23474
200214,1,30,Self Enquiry,1,9,Large Business,Female,2,3,Basic,5,Single,6,1,4,1,1,Executive,17657
200216,1,30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,2,0,1,Manager,21696
200324,0,30,Self Enquiry,1,34,Small Business,Female,3,3,Deluxe,3,Divorced,2,0,3,0,2,Manager,20775
200338,0,30,Self Enquiry,3,11,Small Business,Female,1,4,Deluxe,3,Married,2,0,2,0,0,Manager,21118
200381,0,30,Self Enquiry,3,8,Large Business,Male,3,3,Basic,4,Divorced,2,0,3,1,2,Executive,17476
200385,1,30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,19,1,4,1,1,Executive,17285
200402,0,30,Self Enquiry,3,18,Large Business,Female,2,3,Deluxe,3,Unmarried,1,0,2,1,0,Manager,21577
200410,0,30,Self Enquiry,1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,2,0,1,Manager,21091
200419,0,30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Divorced,5,0,3,0,1,Executive,17097
200423,0,30,Company Invited,3,28,Salaried,Female,3,3,Standard,5,Divorced,1,0,2,1,0,Senior Manager,23412
200426,0,30,Company Invited,1,8,Small Business,Female,2,3,Basic,3,Single,1,0,4,1,0,Executive,17564
200437,0,30,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,1,0,2,1,0,Executive,17983
200480,1,30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Divorced,2,0,5,1,0,Executive,17033
200501,0,30,Company Invited,1,9,Small Business,Female,3,3,Basic,3,Married,2,0,3,1,1,Executive,17083
200545,0,30,Self Enquiry,3,33,Small Business,Male,2,3,Deluxe,3,Married,1,0,3,1,0,Manager,20304
200602,0,30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Unmarried,6,1,2,1,1,Manager,21877
200702,0,30,Self Enquiry,3,14,Salaried,Male,3,3,Standard,3,Married,6,0,3,1,0,Senior Manager,22264
200720,1,30,Self Enquiry,1,28,Salaried,Female,2,3,Basic,3,Divorced,5,1,2,0,1,Executive,17132
200730,0,30,Self Enquiry,1,14,Salaried,Female,3,1,Standard,5,Divorced,1,1,2,0,2,Senior Manager,26416
200732,1,30,Company Invited,1,11,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422
200782,0,30,Self Enquiry,1,26,Salaried,Male,2,3,Deluxe,5,Divorced,1,0,4,1,0,Manager,24957
200844,0,30,Self Enquiry,3,16,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,2,1,0,Manager,21578
200948,0,30,Self Enquiry,1,23,Small Business,Female,3,3,Standard,5,Divorced,2,1,4,0,2,Senior Manager,26916
201049,0,30,Self Enquiry,3,22,Salaried,Male,3,3,Deluxe,3,Divorced,1,0,3,0,2,Manager,20301
201052,0,30,Company Invited,1,13,Large Business,Male,3,3,Basic,3,Married,2,0,5,0,0,Executive,16274
201064,0,30,Self Enquiry,2,6,Salaried,Male,2,3,Basic,3,Married,1,0,1,0,1,Executive,17064
201106,1,30,Self Enquiry,3,6,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,1,1,Manager,24714
201109,0,30,Self Enquiry,3,35,Large Business,Male,2,3,Standard,4,Married,4,0,4,0,1,Senior Manager,24250
201141,0,30,Self Enquiry,1,13,Small Business,Male,2,4,Basic,4,Married,2,0,5,0,0,Executive,17141
201233,0,30,Self Enquiry,1,22,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17862
201246,1,30,Company Invited,2,14,Salaried,Female,3,4,Basic,3,Married,7,0,5,1,2,Executive,17180
201251,0,30,Self Enquiry,3,21,Small Business,Male,3,4,Standard,5,Married,3,0,1,0,2,Senior Manager,22140
201259,0,30,Self Enquiry,1,22,Salaried,Male,2,1,Deluxe,3,Married,4,0,1,1,0,Manager,20294
201296,0,30,Self Enquiry,1,16,Small Business,Fe Male,3,3,Standard,3,Unmarried,1,0,4,0,0,Senior Manager,24667
201338,1,30,Self Enquiry,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,5,0,0,Executive,16081
201477,0,30,Self Enquiry,1,30,Salaried,Male,3,3,Basic,3,Married,2,0,3,1,2,Executive,17693
201502,0,30,Self Enquiry,1,15,Small Business,Male,2,4,Basic,3,Single,2,0,4,0,1,Executive,17206
201550,0,30,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,20126
201562,0,30,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,4,Married,2,1,3,1,0,Manager,20209
201590,0,30,Company Invited,1,29,Salaried,Male,3,5,Basic,3,Married,2,0,3,0,0,Executive,17613
201609,0,30,Self Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Married,1,1,3,1,1,Manager,21347
201613,0,30,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,1,1,2,Executive,17632
201615,0,30,Self Enquiry,1,11,Large Business,Female,2,3,Basic,5,Married,6,0,5,0,1,Executive,18204
201616,0,30,Self Enquiry,1,8,Small Business,Male,2,4,Basic,3,Single,1,0,4,0,0,Executive,17720
201637,0,30,Self Enquiry,3,11,Salaried,Female,2,3,Standard,3,Married,3,0,4,1,1,Senior Manager,24419
201643,0,30,Company Invited,1,15,Small Business,Male,3,3,Deluxe,5,Married,2,0,1,1,1,Manager,18072
201681,0,30,Company Invited,1,6,Salaried,Male,2,4,Standard,3,Unmarried,2,0,5,1,1,Senior Manager,23474
201684,1,30,Self Enquiry,1,9,Large Business,Female,2,3,Basic,5,Single,6,1,4,0,0,Executive,17657
201686,1,30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,1,1,1,Manager,21696
201794,0,30,Self Enquiry,1,34,Small Business,Female,3,3,Deluxe,3,Married,2,0,3,1,2,Manager,20775
201808,0,30,Self Enquiry,3,11,Small Business,Female,1,4,Deluxe,3,Married,2,0,1,1,0,Manager,21118
201851,0,30,Self Enquiry,3,8,Large Business,Male,3,3,Basic,4,Married,2,0,3,1,0,Executive,17476
201855,1,30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,1,1,4,1,0,Executive,17285
201872,0,30,Self Enquiry,3,18,Large Business,Female,2,3,Deluxe,3,Unmarried,1,0,1,1,1,Manager,21577
201880,0,30,Self Enquiry,1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,1,1,0,Manager,21091
201889,0,30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Married,5,0,3,1,0,Executive,17097
201893,0,30,Company Invited,3,28,Salaried,Female,3,3,Standard,5,Married,1,0,1,1,1,Senior Manager,23412
201896,0,30,Company Invited,1,8,Small Business,Female,2,3,Basic,3,Single,1,0,4,1,0,Executive,17564
201907,0,30,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,1,0,1,0,0,Executive,17983
201950,1,30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,17033
201971,0,30,Company Invited,1,9,Small Business,Female,3,3,Basic,3,Married,2,0,3,1,1,Executive,17083
202015,0,30,Self Enquiry,3,33,Small Business,Male,3,3,Deluxe,3,Married,1,0,3,1,2,Manager,20304
202072,0,30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Unmarried,6,1,1,1,1,Manager,21877
202172,0,30,Self Enquiry,3,14,Salaried,Male,3,3,Standard,3,Married,6,0,3,1,0,Senior Manager,22264
202190,1,30,Self Enquiry,1,28,Salaried,Female,2,3,Basic,3,Married,5,1,1,0,0,Executive,17132
202200,0,30,Self Enquiry,1,14,Salaried,Female,3,1,Standard,5,Married,1,1,1,0,2,Senior Manager,26416
202202,1,30,Company Invited,1,11,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422
202252,0,30,Self Enquiry,1,26,Salaried,Male,2,3,Deluxe,5,Married,1,0,4,0,1,Manager,24957
202314,0,30,Self Enquiry,3,16,Small Business,Male,3,4,Deluxe,3,Married,2,0,1,0,1,Manager,21578
202418,1,30,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Unmarried,2,0,3,0,0,Executive,26916
202455,0,30,Self Enquiry,1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,3,0,1,Manager,22871
202459,0,30,Self Enquiry,1,28,Salaried,Female,3,3,Standard,5,Married,3,0,5,1,2,Senior Manager,28658
202515,0,30,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Divorced,2,0,4,0,1,Executive,21381
202599,0,30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Divorced,3,0,3,0,2,Manager,22997
202649,1,30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,2,Senior Manager,26317
202661,1,30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,2,0,1,Executive,20736
202671,0,30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,26596
202673,1,30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,2,Executive,21067
202696,0,30,Self Enquiry,1,22,Salaried,Male,3,4,Basic,3,Single,3,0,3,0,1,Executive,21018
202698,0,30,Self Enquiry,3,27,Small Business,Male,3,4,Deluxe,3,Married,4,0,2,1,2,Manager,25609
202709,0,30,Self Enquiry,3,9,Small Business,Male,4,5,Deluxe,4,Divorced,4,0,4,0,2,Manager,25322
202726,0,30,Company Invited,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,2,0,1,Manager,23232
202780,1,30,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Divorced,3,1,3,1,2,Executive,20797
202781,0,30,Self Enquiry,1,16,Salaried,Male,2,5,Basic,3,Unmarried,2,0,2,1,1,Executive,22661
202787,0,30,Self Enquiry,3,17,Small Business,Female,3,5,Deluxe,4,Married,3,1,5,0,2,Manager,26946
202793,0,30,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,2,1,2,Manager,23327
202815,0,30,Self Enquiry,1,30,Salaried,Male,3,4,Basic,3,Single,2,0,3,1,1,Executive,20879
202864,0,30,Self Enquiry,1,10,Small Business,Male,4,5,Standard,3,Divorced,3,0,2,1,3,Senior Manager,30613
202865,1,30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Divorced,7,0,3,0,3,Executive,21224
202898,0,30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,0,1,Manager,22940
202951,0,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Divorced,3,0,2,0,1,Manager,24239
202963,0,30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,2,1,1,Executive,21398
202990,0,30,Self Enquiry,3,17,Salaried,Male,3,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21320
202999,0,30,Self Enquiry,3,17,Small Business,Male,3,4,Basic,4,Married,3,0,2,0,2,Executive,20975
203016,0,30,Self Enquiry,1,34,Small Business,Female,4,4,Deluxe,3,Divorced,6,0,2,1,1,Manager,23013
203033,1,30,Self Enquiry,1,7,Salaried,Female,3,5,Basic,5,Divorced,3,1,2,0,1,Executive,20997
203038,0,30,Self Enquiry,1,30,Salaried,Male,3,2,Basic,3,Divorced,3,0,2,1,2,Executive,21378
203089,1,30,Self Enquiry,3,7,Small Business,Female,3,5,Basic,3,Married,8,1,2,0,2,Executive,21478
203101,0,30,Self Enquiry,1,14,Small Business,Female,4,5,Basic,3,Married,8,0,5,1,1,Executive,21210
203141,0,30,Company Invited,3,27,Large Business,Female,3,4,Basic,3,Divorced,3,0,3,0,2,Executive,20835
203155,1,30,Self Enquiry,1,17,Salaried,Female,4,5,Basic,5,Single,8,1,5,1,2,Executive,21082
203252,0,30,Self Enquiry,1,35,Salaried,Female,4,4,Basic,3,Married,6,0,5,0,2,Executive,21192
203267,0,30,Company Invited,1,17,Salaried,Female,4,4,Basic,4,Married,2,0,5,1,1,Executive,21969
203269,0,30,Self Enquiry,1,15,Small Business,Male,4,5,Deluxe,3,Divorced,3,1,3,0,1,Manager,23734
203280,1,30,Self Enquiry,3,30,Salaried,Female,3,5,Standard,5,Divorced,3,0,3,0,1,Senior Manager,26014
203296,0,30,Self Enquiry,1,13,Small Business,Female,3,4,Basic,3,Divorced,3,0,3,0,1,Executive,21809
203303,0,30,Self Enquiry,1,22,Salaried,Female,4,6,Basic,3,Divorced,2,1,5,1,1,Executive,20846
203337,0,30,Self Enquiry,1,7,Salaried,Female,4,4,Basic,3,Married,3,0,2,0,3,Executive,22438
203347,0,30,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,1,3,0,1,Manager,25301
203376,1,30,Self Enquiry,1,14,Large Business,Female,3,4,Basic,3,Married,5,1,4,1,2,Executive,22017
203449,0,30,Self Enquiry,2,24,Salaried,Male,3,5,Standard,5,Unmarried,3,0,3,0,1,Senior Manager,26666
203451,1,30,Company Invited,1,21,Salaried,Fe Male,3,4,Standard,3,Unmarried,2,1,5,1,1,Senior Manager,26231
203501,1,30,Company Invited,3,20,Large Business,Fe Male,3,4,Deluxe,4,Unmarried,7,0,3,0,2,Manager,24443
203507,0,30,Self Enquiry,3,26,Salaried,Male,4,5,Deluxe,3,Married,3,0,4,1,1,Manager,27298
203516,0,30,Company Invited,1,9,Salaried,Female,4,4,Basic,4,Divorced,2,0,5,0,3,Executive,21858
203521,1,30,Self Enquiry,1,7,Large Business,Male,4,5,Basic,5,Single,8,0,3,0,3,Executive,21040
203534,0,30,Self Enquiry,1,15,Salaried,Female,3,6,Deluxe,5,Married,5,0,1,0,1,Manager,28393
203548,0,30,Self Enquiry,1,16,Salaried,Male,4,2,Basic,3,Married,8,0,5,1,1,Executive,21129
203566,0,30,Self Enquiry,1,10,Small Business,Male,3,4,Basic,5,Unmarried,3,1,3,0,2,Executive,23401
203569,0,30,Company Invited,1,9,Salaried,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,27531
203616,0,30,Self Enquiry,3,17,Small Business,Male,3,5,Deluxe,3,Unmarried,2,0,4,1,1,Manager,24547
203632,0,30,Self Enquiry,3,12,Small Business,Male,3,5,Deluxe,4,Married,3,1,5,0,1,Manager,22865
203663,0,30,Self Enquiry,1,16,Small Business,Female,3,4,Basic,3,Married,2,0,5,1,2,Executive,21652
203693,1,30,Self Enquiry,3,16,Small Business,Female,3,6,Basic,4,Unmarried,3,0,1,1,2,Executive,21438
203694,0,30,Company Invited,1,7,Salaried,Male,4,2,Deluxe,3,Unmarried,2,1,3,0,2,Manager,24972
203702,0,30,Self Enquiry,1,11,Large Business,Female,4,5,Basic,5,Married,3,0,4,0,1,Executive,20787
203757,1,30,Self Enquiry,2,20,Salaried,Male,3,5,Basic,5,Married,6,1,5,1,2,Executive,21013
203762,0,30,Company Invited,1,27,Small Business,Male,3,4,Basic,3,Married,3,0,3,1,2,Executive,22490
203768,0,30,Self Enquiry,1,36,Salaried,Male,4,6,Deluxe,3,Married,2,0,5,1,3,Manager,25062
203773,0,30,Self Enquiry,2,13,Small Business,Male,3,5,Basic,4,Married,3,0,3,1,2,Executive,21482
203776,1,30,Company Invited,1,31,Salaried,Male,4,5,Basic,3,Single,3,1,3,1,3,Executive,21117
203787,0,30,Self Enquiry,1,14,Salaried,Male,3,4,Basic,5,Single,5,0,4,0,1,Executive,20740
203831,0,30,Self Enquiry,1,7,Salaried,Male,3,4,Deluxe,5,Married,2,0,3,1,1,Manager,24051
203886,1,30,Self Enquiry,1,7,Small Business,Male,3,4,Basic,3,Married,2,1,3,1,1,Executive,23465
203903,0,30,Self Enquiry,1,20,Salaried,Male,3,5,Deluxe,4,Married,6,1,4,1,1,Manager,22703
203904,0,30,Self Enquiry,1,35,Small Business,Female,4,5,Basic,5,Unmarried,3,0,1,0,2,Executive,22463
203925,0,30,Self Enquiry,1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,1,1,2,Manager,22871
203929,0,30,Self Enquiry,1,28,Salaried,Female,3,2,Standard,5,Married,3,0,5,1,2,Senior Manager,28658
203985,0,30,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Married,2,0,4,1,1,Executive,21381
204069,0,30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,22997
204119,1,30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Married,3,0,3,0,1,Senior Manager,26317
204131,1,30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,1,0,1,Executive,20736
204141,0,30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Married,3,0,3,1,2,Senior Manager,26596
204143,1,30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,1,Executive,21067
204166,0,30,Self Enquiry,1,22,Salaried,Male,3,4,Basic,3,Single,3,0,3,1,2,Executive,21018
204168,0,30,Self Enquiry,3,27,Small Business,Male,3,4,Deluxe,3,Married,4,0,1,1,1,Manager,25609
204179,0,30,Self Enquiry,3,9,Small Business,Male,4,5,Deluxe,4,Married,4,0,4,1,1,Manager,25322
204196,0,30,Company Invited,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,1,0,2,Manager,23232
204250,1,30,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Married,3,1,3,0,2,Executive,20797
204251,0,30,Self Enquiry,1,16,Salaried,Male,2,5,Basic,3,Unmarried,2,0,1,1,1,Executive,22661
204257,0,30,Self Enquiry,3,17,Small Business,Female,3,5,Deluxe,4,Married,3,1,5,1,1,Manager,26946
204263,0,30,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Married,3,0,1,1,2,Manager,23327
204285,0,30,Self Enquiry,1,30,Salaried,Male,3,4,Basic,3,Single,2,0,3,0,1,Executive,20879
204334,0,30,Self Enquiry,1,10,Small Business,Male,4,5,Standard,3,Married,3,0,1,0,3,Senior Manager,30613
204335,1,30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Married,7,0,3,1,3,Executive,21224
204368,0,30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,1,1,Manager,22940
204421,0,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Married,3,0,1,0,1,Manager,24239
204433,0,30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,1,0,3,Executive,21398
204460,0,30,Self Enquiry,3,17,Salaried,Male,4,4,Basic,3,Unmarried,3,0,4,1,1,Executive,21320
204469,0,30,Self Enquiry,3,17,Small Business,Male,3,4,Basic,4,Married,3,0,1,1,1,Executive,20975
204486,0,30,Self Enquiry,1,34,Small Business,Female,4,4,Deluxe,3,Married,6,0,1,0,2,Manager,23013
204503,1,30,Self Enquiry,1,7,Salaried,Female,3,5,Basic,5,Married,3,1,1,0,1,Executive,20997
204508,0,30,Self Enquiry,1,30,Salaried,Male,3,2,Basic,3,Married,3,0,1,1,2,Executive,21378
204559,1,30,Self Enquiry,3,7,Small Business,Female,3,5,Basic,3,Married,8,1,1,1,2,Executive,21478
204571,0,30,Self Enquiry,1,14,Small Business,Female,4,5,Basic,3,Married,8,0,5,1,2,Executive,21210
204611,0,30,Company Invited,3,27,Large Business,Female,3,4,Basic,3,Married,3,0,3,0,2,Executive,20835
204625,1,30,Self Enquiry,1,17,Salaried,Female,4,5,Basic,5,Single,8,1,5,1,1,Executive,21082
204722,0,30,Self Enquiry,1,35,Salaried,Female,4,4,Basic,3,Married,6,0,5,1,1,Executive,21192
